ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10142,33,6,3366,8/8/2003 0:00,Shipped,USA,Medium
10153,40,5,5456.4,9/28/2003 0:00,Shipped,Spain,Medium
10167,33,16,3812.16,10/23/2003 0:00,Cancelled,Sweden,Medium
10177,50,7,6083,11/7/2003 0:00,Shipped,Spain,Medium
10185,30,7,3170.7,11/14/2003 0:00,Shipped,USA,Medium
10197,41,13,4534.6,11/26/2003 0:00,Shipped,Spain,Medium
10208,35,7,4301.15,1/2/2004 0:00,Shipped,France,Medium
10221,49,1,6804.63,2/18/2004 0:00,Shipped,Belgium,Medium
10232,46,4,5652.94,3/20/2004 0:00,Shipped,UK,Medium
10248,48,10,6960.48,5/7/2004 0:00,Cancelled,USA,Medium
10261,36,8,4512.6,6/17/2004 0:00,Shipped,Canada,Medium
10273,22,11,2784.76,7/21/2004 0:00,Shipped,Belgium,Small
10283,42,13,5316.36,8/20/2004 0:00,Shipped,Canada,Medium
10293,21,2,2941.89,9/9/2004 0:00,Shipped,Italy,Small
10306,29,7,3207.4,10/14/2004 0:00,Shipped,UK,Medium
10315,35,6,4215.05,10/29/2004 0:00,Shipped,France,Medium
10326,41,4,4333.29,11/9/2004 0:00,Shipped,Sweden,Medium
10337,29,4,2087.13,11/21/2004 0:00,Shipped,USA,Small
10350,34,7,1711.22,12/2/2004 0:00,Shipped,Spain,Small
10372,37,8,3910.53,1/26/2005 0:00,Shipped,Japan,Medium
10384,28,3,2255.12,2/23/2005 0:00,Shipped,USA,Small
10396,49,6,5720.75,3/23/2005 0:00,Shipped,USA,Medium
10414,23,10,3335.23,5/6/2005 0:00,On Hold,USA,Medium
10101,46,2,2472.96,1/9/2003 0:00,Shipped,Germany,Small
10110,39,2,1729.65,3/18/2003 0:00,Shipped,UK,Small
10124,22,1,995.5,5/21/2003 0:00,Shipped,USA,Small
10149,49,6,2414.72,9/12/2003 0:00,Shipped,USA,Small
10162,43,4,1560.47,10/18/2003 0:00,Shipped,USA,Small
10173,27,8,1112.94,11/5/2003 0:00,Shipped,Italy,Small
10182,31,5,1138.94,11/12/2003 0:00,Shipped,USA,Small
10193,20,9,1012.4,11/21/2003 0:00,Shipped,Australia,Small
10205,24,4,913.92,12/3/2003 0:00,Shipped,Spain,Small
10214,49,2,2349.06,1/26/2004 0:00,Shipped,Spain,Small
10227,24,5,1161.12,3/2/2004 0:00,Shipped,France,Small
10244,39,9,1764.75,4/29/2004 0:00,Shipped,Spain,Small
10255,37,2,1690.9,6/4/2004 0:00,Shipped,France,Small
10280,45,11,2137.05,8/17/2004 0:00,Shipped,Italy,Small
10289,45,4,2177.1,9/3/2004 0:00,Shipped,Norway,Small
10304,44,15,1734.48,10/11/2004 0:00,Shipped,France,Small
10312,23,12,865.49,10/21/2004 0:00,Shipped,USA,Small
10322,30,4,3500.1,11/4/2004 0:00,Shipped,USA,Medium
10332,26,10,2223.52,11/17/2004 0:00,Shipped,UK,Small
10345,43,1,2311.68,11/25/2004 0:00,Shipped,France,Small
10356,26,7,828.36,12/9/2004 0:00,Shipped,France,Small
10367,28,12,856.52,1/12/2005 0:00,Resolved,USA,Small
10380,27,5,1845.45,2/16/2005 0:00,Shipped,Spain,Small
10391,24,1,4042.08,3/9/2005 0:00,Shipped,Australia,Medium
10421,40,2,1828,5/29/2005 0:00,In Process,USA,Small
10103,36,1,3680.28,1/29/2003 0:00,Shipped,Norway,Medium
10114,21,5,2925.09,4/1/2003 0:00,Shipped,France,Small
10126,27,1,3415.77,5/28/2003 0:00,Shipped,Spain,Medium
10140,47,1,5105.14,7/24/2003 0:00,Shipped,USA,Medium
10151,42,8,5098.8,9/21/2003 0:00,Shipped,Finland,Medium
10165,32,17,4661.76,10/22/2003 0:00,Shipped,Singapore,Medium
10175,28,6,2969.96,11/6/2003 0:00,Shipped,UK,Small
10184,24,11,3496.32,11/14/2003 0:00,Shipped,Spain,Medium
10194,49,1,5760.93,11/25/2003 0:00,Shipped,France,Medium
10207,46,12,6819.04,12/9/2003 0:00,Shipped,USA,Medium
10217,28,1,3148.88,2/4/2004 0:00,Shipped,Singapore,Medium
10229,48,6,5704.32,3/11/2004 0:00,Shipped,USA,Medium
10246,29,10,3520.6,5/5/2004 0:00,Shipped,Spain,Medium
10259,47,9,5285.62,6/15/2004 0:00,Shipped,Singapore,Medium
10271,43,10,5605.05,7/20/2004 0:00,Shipped,USA,Medium
10281,25,6,2779.5,8/19/2004 0:00,Shipped,USA,Small
10291,48,1,5398.08,9/8/2004 0:00,Shipped,Sweden,Medium
10305,24,10,3189.6,10/13/2004 0:00,Shipped,USA,Medium
10313,42,4,5581.8,10/22/2004 0:00,Shipped,Canada,Medium
10324,31,2,3820.44,11/5/2004 0:00,Shipped,USA,Medium
10334,42,5,5528.04,11/19/2004 0:00,On Hold,Sweden,Medium
10348,37,1,5981.42,11/1/2004 0:00,Shipped,Spain,Medium
10358,41,7,5684.65,12/10/2004 0:00,Shipped,Spain,Medium
10371,20,5,3449.4,1/23/2005 0:00,Shipped,USA,Medium
10382,20,3,2654.4,2/17/2005 0:00,Shipped,USA,Small
10412,70,10,8498,5/3/2005 0:00,Shipped,Spain,Large
10425,49,9,5510.54,5/31/2005 0:00,In Process,France,Medium
10108,35,15,2060.45,3/3/2003 0:00,Shipped,Philippines,Small
10121,32,2,2460.16,5/7/2003 0:00,Shipped,France,Small
10135,29,16,1787.56,7/2/2003 0:00,Shipped,USA,Small
10145,27,3,1645.65,8/25/2003 0:00,Shipped,USA,Small
10159,27,11,2169.18,10/10/2003 0:00,Shipped,USA,Small
10169,38,11,2816.18,11/4/2003 0:00,Shipped,Australia,Small
10180,35,6,2521.05,11/11/2003 0:00,Shipped,France,Small
10190,42,3,3199.98,11/19/2003 0:00,Shipped,Spain,Medium
10211,21,11,1338.12,1/15/2004 0:00,Shipped,France,Small
10224,37,4,2972.58,2/21/2004 0:00,Shipped,France,Small
10237,26,4,2070.9,4/5/2004 0:00,Shipped,USA,Small
10252,47,8,3092.6,5/26/2004 0:00,Shipped,France,Medium
10264,37,6,2408.7,6/30/2004 0:00,Shipped,USA,Small
10276,46,12,3472.54,8/2/2004 0:00,Shipped,USA,Medium
10285,38,3,2263.28,8/27/2004 0:00,Shipped,USA,Small
10299,33,6,2194.17,9/30/2004 0:00,Shipped,Finland,Small
10309,24,2,1346.4,10/15/2004 0:00,Shipped,Norway,Small
10319,31,7,2533.63,11/3/2004 0:00,Shipped,USA,Small
10330,42,1,3403.26,11/16/2004 0:00,Shipped,Philippines,Medium
10341,32,6,3307.2,11/24/2004 0:00,Shipped,Austria,Medium
10355,41,3,2896.65,12/7/2004 0:00,Shipped,Spain,Small
10363,43,14,2632.89,1/6/2005 0:00,Shipped,Finland,Small
10375,20,14,2046,2/3/2005 0:00,Shipped,France,Small
10390,35,4,2279.55,3/4/2005 0:00,Shipped,USA,Small
10403,27,4,2150.55,4/8/2005 0:00,Shipped,UK,Small
10110,43,11,3360.45,3/18/2003 0:00,Shipped,UK,Medium
10124,32,10,2326.4,5/21/2003 0:00,Shipped,USA,Small
10148,21,4,1545.6,9/11/2003 0:00,Shipped,Australia,Small
10161,20,3,2144.6,10/17/2003 0:00,Shipped,Denmark,Small
10172,22,1,1639.22,11/5/2003 0:00,Shipped,USA,Small
10182,36,14,2649.6,11/12/2003 0:00,Shipped,USA,Small
10192,46,2,3845.6,11/20/2003 0:00,Shipped,USA,Medium
10204,47,8,4527.04,12/2/2003 0:00,Shipped,USA,Medium
10212,45,1,3966.3,1/16/2004 0:00,Shipped,Spain,Medium
10227,47,14,4142.58,3/2/2004 0:00,Shipped,France,Medium
10241,47,6,4441.5,4/13/2004 0:00,Shipped,France,Medium
10267,38,3,3315.12,7/7/2004 0:00,Shipped,USA,Medium
10279,49,3,3918.53,8/9/2004 0:00,Shipped,Spain,Medium
10288,35,9,2830.45,9/1/2004 0:00,Shipped,Singapore,Small
10302,49,5,5298.86,10/6/2003 0:00,Shipped,UK,Medium
10311,28,4,2620.8,10/16/2004 0:00,Shipped,Spain,Small
10321,30,1,2181,11/4/2004 0:00,Shipped,USA,Small
10332,39,7,3382.08,11/17/2004 0:00,Shipped,UK,Medium
10346,25,1,2876.75,11/29/2004 0:00,Shipped,USA,Small
10368,40,2,4107.2,1/19/2005 0:00,Shipped,USA,Medium
10380,36,6,1350,2/16/2005 0:00,Shipped,Spain,Small
10407,76,6,7182,4/22/2005 0:00,On Hold,USA,Large
10420,39,9,3933.93,5/29/2005 0:00,In Process,Australia,Medium
10104,44,10,1742.4,1/31/2003 0:00,Shipped,Spain,Small
10114,24,1,721.44,4/1/2003 0:00,Shipped,France,Small
10127,39,12,1489.41,6/3/2003 0:00,Shipped,USA,Small
10141,21,6,891.03,8/1/2003 0:00,Shipped,Finland,Small
10151,30,4,1209.3,9/21/2003 0:00,Shipped,Finland,Small
10165,27,13,859.14,10/22/2003 0:00,Shipped,Singapore,Small
10175,37,2,1151.44,11/6/2003 0:00,Shipped,UK,Small
10184,42,7,1336.44,11/14/2003 0:00,Shipped,Spain,Small
10195,32,7,905.28,11/25/2003 0:00,Shipped,USA,Small
10207,42,8,1247.4,12/9/2003 0:00,Shipped,USA,Small
10219,21,3,846.51,2/10/2004 0:00,Shipped,USA,Small
10229,33,2,1085.04,3/11/2004 0:00,Shipped,USA,Small
10246,49,6,1767.43,5/5/2004 0:00,Shipped,Spain,Small
10259,31,5,1030.44,6/15/2004 0:00,Shipped,Singapore,Small
10271,38,6,1585.36,7/20/2004 0:00,Shipped,USA,Small
10281,20,2,813.2,8/19/2004 0:00,Shipped,USA,Small
10292,39,9,1172.34,9/8/2004 0:00,Shipped,USA,Small
10305,48,6,1510.56,10/13/2004 0:00,Shipped,USA,Small
10314,39,15,1448.07,10/22/2004 0:00,Shipped,Denmark,Small
10324,30,9,3338.1,11/5/2004 0:00,Shipped,USA,Medium
10335,33,2,1225.29,11/19/2004 0:00,Shipped,USA,Small
10349,36,3,1336.68,12/1/2004 0:00,Shipped,USA,Small
10358,36,4,2985.84,12/10/2004 0:00,Shipped,Spain,Small
10371,45,8,5545.8,1/23/2005 0:00,Shipped,USA,Medium
10383,40,3,6089.6,2/22/2005 0:00,Shipped,Spain,Medium
10394,46,6,1789.4,3/15/2005 0:00,Shipped,Spain,Small
10412,30,6,1082.1,5/3/2005 0:00,Shipped,Spain,Small
10425,31,5,1030.44,5/31/2005 0:00,In Process,France,Small
10106,49,13,3659.32,2/17/2003 0:00,Shipped,Italy,Medium
10119,41,4,2443.6,4/28/2003 0:00,Shipped,Austria,Small
10131,35,5,2349.9,6/16/2003 0:00,Shipped,USA,Small
10143,27,8,1646.19,8/10/2003 0:00,Shipped,USA,Small
10155,23,6,1670.26,10/6/2003 0:00,Shipped,Finland,Small
10167,21,2,1467.48,10/23/2003 0:00,Cancelled,Sweden,Small
10178,34,5,2748.56,11/8/2003 0:00,Shipped,France,Small
10186,22,2,1522.4,11/14/2003 0:00,Shipped,UK,Small
10198,48,5,3255.36,11/27/2003 0:00,Shipped,Philippines,Medium
10209,43,1,3535.03,1/9/2004 0:00,Shipped,USA,Medium
10222,32,5,2608.96,2/19/2004 0:00,Shipped,USA,Small
10249,20,1,1356.4,5/8/2004 0:00,Shipped,USA,Small
10262,24,10,1611.36,6/24/2004 0:00,Cancelled,Spain,Small
10274,40,2,2603.2,7/21/2004 0:00,Shipped,USA,Small
10284,30,12,2219.7,8/21/2004 0:00,Shipped,Norway,Small
10296,21,8,1496.25,9/15/2004 0:00,Shipped,Germany,Small
10307,25,2,1884,10/14/2004 0:00,Shipped,USA,Small
10316,34,10,2166.14,11/1/2004 0:00,Shipped,UK,Small
10328,48,1,2828.16,11/12/2004 0:00,Shipped,Italy,Small
10339,55,12,6214.45,11/23/2004 0:00,Shipped,Japan,Medium
10351,25,5,1867,12/3/2004 0:00,Shipped,UK,Small
10373,38,7,2676.72,1/31/2005 0:00,Shipped,Finland,Small
10386,39,1,2182.44,3/1/2005 0:00,Resolved,Spain,Small
10398,28,3,1611.4,3/30/2005 0:00,Shipped,France,Small
10400,24,2,1479.84,4/1/2005 0:00,Shipped,USA,Small
10415,21,1,1424.22,5/9/2005 0:00,Disputed,Australia,Small
10110,46,10,5942.28,3/18/2003 0:00,Shipped,UK,Medium
10124,25,9,2348.75,5/21/2003 0:00,Shipped,USA,Small
10148,34,3,4392.12,9/11/2003 0:00,Shipped,Australia,Medium
10161,25,2,2759.75,10/17/2003 0:00,Shipped,Denmark,Small
10173,23,16,2728.03,11/5/2003 0:00,Shipped,Italy,Small
10182,20,13,2395.8,11/12/2003 0:00,Shipped,USA,Small
10192,23,1,3052.33,11/20/2003 0:00,Shipped,USA,Medium
10204,42,7,4242,12/2/2003 0:00,Shipped,USA,Medium
10213,27,3,2790.45,1/22/2004 0:00,Shipped,UK,Small
10227,33,13,4340.49,3/2/2004 0:00,Shipped,France,Medium
10241,28,5,2762.2,4/13/2004 0:00,Shipped,France,Small
10267,43,2,4645.72,7/7/2004 0:00,Shipped,USA,Medium
10279,48,2,5580.96,8/9/2004 0:00,Shipped,Spain,Medium
10288,48,8,6539.04,9/1/2004 0:00,Shipped,Singapore,Medium
10302,45,4,5548.95,10/6/2003 0:00,Shipped,UK,Medium
10311,43,3,4595.41,10/16/2004 0:00,Shipped,Spain,Medium
10332,44,11,1859.44,11/17/2004 0:00,Shipped,UK,Small
10346,24,5,2093.76,11/29/2004 0:00,Shipped,USA,Small
10368,31,5,4223.13,1/19/2005 0:00,Shipped,USA,Medium
10380,44,7,1596.76,2/16/2005 0:00,Shipped,Spain,Small
10407,59,5,5820.35,4/22/2005 0:00,On Hold,USA,Medium
10420,55,8,5296.5,5/29/2005 0:00,In Process,Australia,Medium
10109,29,6,930.9,3/10/2003 0:00,Shipped,USA,Small
10122,39,4,1207.44,5/8/2003 0:00,Shipped,France,Small
10135,20,1,717.4,7/2/2003 0:00,Shipped,USA,Small
10147,25,1,1066.75,9/5/2003 0:00,Shipped,USA,Small
10160,42,2,1554,10/11/2003 0:00,Shipped,USA,Small
10171,36,4,1277.64,11/5/2003 0:00,Shipped,Canada,Small
10181,37,8,1578.79,11/12/2003 0:00,Shipped,Norway,Small
10192,30,13,917.7,11/20/2003 0:00,Shipped,USA,Small
10203,21,2,777,12/2/2003 0:00,Shipped,Spain,Small
10212,34,12,1476.28,1/16/2004 0:00,Shipped,Spain,Small
10225,42,3,1538.46,2/22/2004 0:00,Shipped,Switzerland,Small
10239,20,2,891.2,4/12/2004 0:00,Shipped,Finland,Small
10253,40,7,1706.8,6/1/2004 0:00,Cancelled,UK,Small
10266,34,8,1373.6,7/6/2004 0:00,Shipped,Italy,Small
10278,31,8,1205.59,8/6/2004 0:00,Shipped,USA,Small
10287,36,6,1427.4,8/30/2004 0:00,Shipped,Switzerland,Small
10301,48,10,1649.28,10/5/2003 0:00,Shipped,Norway,Small
10310,33,4,1383.03,10/16/2004 0:00,Shipped,Germany,Small
10321,37,12,1229.51,11/4/2004 0:00,Shipped,USA,Small
10331,27,13,1140.48,11/17/2004 0:00,Shipped,USA,Small
10342,39,9,1575.6,11/24/2004 0:00,Shipped,Australia,Small
10355,36,4,1386.72,12/7/2004 0:00,Shipped,Spain,Small
10367,36,2,5018.4,1/12/2005 0:00,Resolved,USA,Medium
10378,41,7,5856.85,2/10/2005 0:00,Shipped,Spain,Medium
10390,37,5,4894.73,3/4/2005 0:00,Shipped,USA,Medium
10405,47,2,2094.32,4/14/2005 0:00,Shipped,France,Small
10419,15,7,640.05,5/17/2005 0:00,Shipped,Austria,Small
10105,44,4,3193.52,2/11/2003 0:00,Shipped,Denmark,Medium
10119,35,13,3066.7,4/28/2003 0:00,Shipped,Austria,Medium
10129,41,4,3883.11,6/12/2003 0:00,Shipped,UK,Medium
10142,49,1,4814.25,8/8/2003 0:00,Shipped,USA,Medium
10154,31,2,2826.27,10/2/2003 0:00,Shipped,USA,Small
10167,20,11,1593.2,10/23/2003 0:00,Cancelled,Sweden,Small
10177,45,2,3266.1,11/7/2003 0:00,Shipped,Spain,Medium
10185,33,2,2453.55,11/14/2003 0:00,Shipped,USA,Small
10197,47,8,3910.4,11/26/2003 0:00,Shipped,Spain,Medium
10208,20,2,1788,1/2/2004 0:00,Shipped,France,Small
10222,47,14,3328.07,2/19/2004 0:00,Shipped,USA,Medium
10233,40,2,3788.4,3/29/2004 0:00,Shipped,USA,Medium
10248,30,5,3053.7,5/7/2004 0:00,Cancelled,USA,Medium
10261,22,3,2005.74,6/17/2004 0:00,Shipped,Canada,Small
10273,27,6,2796.12,7/21/2004 0:00,Shipped,Belgium,Small
10283,34,8,3159.96,8/20/2004 0:00,Shipped,Canada,Medium
10295,46,3,3908.62,9/10/2004 0:00,Shipped,USA,Medium
10306,31,2,2606.48,10/14/2004 0:00,Shipped,UK,Small
10315,24,1,2081.76,10/29/2004 0:00,Shipped,France,Small
10326,41,3,3519.85,11/9/2004 0:00,Shipped,Sweden,Medium
10339,55,13,10758,11/23/2004 0:00,Shipped,Japan,Large
10350,30,9,3021,12/2/2004 0:00,Shipped,Spain,Medium
10373,33,12,1891.56,1/31/2005 0:00,Shipped,Finland,Small
10384,43,2,4208.41,2/23/2005 0:00,Shipped,USA,Medium
10396,27,7,2246.4,3/23/2005 0:00,Shipped,USA,Small
10414,60,5,6107.4,5/6/2005 0:00,On Hold,USA,Medium
10110,27,12,1987.74,3/18/2003 0:00,Shipped,UK,Small
10124,49,11,4068.96,5/21/2003 0:00,Shipped,USA,Medium
10148,31,5,2282.22,9/11/2003 0:00,Shipped,Australia,Small
10161,20,4,1541,10/17/2003 0:00,Shipped,Denmark,Small
10172,24,2,1951.92,11/5/2003 0:00,Shipped,USA,Small
10182,33,15,3107.61,11/12/2003 0:00,Shipped,USA,Medium
10192,32,3,2328.64,11/20/2003 0:00,Shipped,USA,Small
10204,40,9,3184.8,12/2/2003 0:00,Shipped,USA,Medium
10212,27,2,2149.74,1/16/2004 0:00,Shipped,Spain,Small
10227,40,15,3184.8,3/2/2004 0:00,Shipped,France,Medium
10241,26,7,2114.58,4/13/2004 0:00,Shipped,France,Small
10267,44,4,4256.56,7/7/2004 0:00,Shipped,USA,Medium
10279,33,4,2344.98,8/9/2004 0:00,Shipped,Spain,Small
10288,34,10,2328.66,9/1/2004 0:00,Shipped,Singapore,Small
10302,48,6,3575.04,10/6/2003 0:00,Shipped,UK,Medium
10311,25,5,2076,10/16/2004 0:00,Shipped,Spain,Small
10321,39,2,3305.25,11/4/2004 0:00,Shipped,USA,Medium
10332,45,12,1538.55,11/17/2004 0:00,Shipped,UK,Small
10346,24,2,3325.92,11/29/2004 0:00,Shipped,USA,Medium
10368,46,1,3662.52,1/19/2005 0:00,Shipped,USA,Medium
10380,44,9,3478.64,2/16/2005 0:00,Shipped,Spain,Medium
10407,13,7,1057.29,4/22/2005 0:00,On Hold,USA,Small
10420,35,10,3385.9,5/29/2005 0:00,In Process,Australia,Medium
10108,30,5,1892.1,3/3/2003 0:00,Shipped,Philippines,Small
10122,34,9,1707.14,5/8/2003 0:00,Shipped,France,Small
10135,27,6,1785.51,7/2/2003 0:00,Shipped,USA,Small
10147,30,6,2057.4,9/5/2003 0:00,Shipped,USA,Small
10159,50,1,3490,10/10/2003 0:00,Shipped,USA,Medium
10169,34,1,1707.14,11/4/2003 0:00,Shipped,Australia,Small
10181,23,13,1506.96,11/12/2003 0:00,Shipped,Norway,Small
10191,48,2,2880.48,11/20/2003 0:00,Shipped,Germany,Small
10203,34,7,2206.6,12/2/2003 0:00,Shipped,Spain,Small
10211,48,1,2351.04,1/15/2004 0:00,Shipped,France,Small
10225,24,8,1205.04,2/22/2004 0:00,Shipped,Switzerland,Small
10238,47,2,2935.15,4/9/2004 0:00,Shipped,Denmark,Small
10253,24,12,1263.84,6/1/2004 0:00,Cancelled,UK,Small
10266,47,13,2935.15,7/6/2004 0:00,Shipped,Italy,Small
10276,20,2,1224.6,8/2/2004 0:00,Shipped,USA,Small
10287,20,11,1359.4,8/30/2004 0:00,Shipped,Switzerland,Small
10300,31,4,1822.18,10/4/2003 0:00,Shipped,Germany,Small
10310,38,9,2163.72,10/16/2004 0:00,Shipped,Germany,Small
10320,26,2,1591.98,11/3/2004 0:00,Shipped,Sweden,Small
10331,25,9,3078.5,11/17/2004 0:00,Shipped,USA,Medium
10342,48,10,2997.6,11/24/2004 0:00,Shipped,Australia,Small
10355,44,6,2747.8,12/7/2004 0:00,Shipped,Spain,Small
10363,21,15,2447.76,1/6/2005 0:00,Shipped,Finland,Small
10378,46,6,1910.84,2/10/2005 0:00,Shipped,Spain,Small
10390,46,6,2430.64,3/4/2005 0:00,Shipped,USA,Small
10419,55,12,2896.3,5/17/2005 0:00,Shipped,Austria,Small
10106,31,14,1630.6,2/17/2003 0:00,Shipped,Italy,Small
10119,20,5,1459.6,4/28/2003 0:00,Shipped,Austria,Small
10131,29,6,1716.22,6/16/2003 0:00,Shipped,USA,Small
10143,33,9,2560.47,8/10/2003 0:00,Shipped,USA,Small
10155,34,7,1900.26,10/6/2003 0:00,Shipped,Finland,Small
10167,32,3,2019.84,10/23/2003 0:00,Cancelled,Sweden,Small
10178,27,6,1988.28,11/8/2003 0:00,Shipped,France,Small
10186,21,3,1449.84,11/14/2003 0:00,Shipped,UK,Small
10198,27,6,1935.09,11/27/2003 0:00,Shipped,Philippines,Small
10209,36,2,2793.24,1/9/2004 0:00,Shipped,USA,Small
10222,43,6,3025.05,2/19/2004 0:00,Shipped,USA,Medium
10249,25,2,1742.5,5/8/2004 0:00,Shipped,USA,Small
10262,46,11,3236.1,6/24/2004 0:00,Cancelled,Spain,Medium
10274,24,3,1735.92,7/21/2004 0:00,Shipped,USA,Small
10284,39,13,2795.13,8/21/2004 0:00,Shipped,Norway,Small
10296,31,9,1671.52,9/15/2004 0:00,Shipped,Germany,Small
10307,22,3,1576.74,10/14/2004 0:00,Shipped,USA,Small
10316,47,11,3615.71,11/1/2004 0:00,Shipped,UK,Medium
10328,20,2,1459.6,11/12/2004 0:00,Shipped,Italy,Small
10339,29,14,2891.01,11/23/2004 0:00,Shipped,Japan,Small
10351,38,4,2598.44,12/3/2004 0:00,Shipped,UK,Small
10361,34,6,3871.92,12/17/2004 0:00,Shipped,Australia,Medium
10373,46,11,3036,1/31/2005 0:00,Shipped,Finland,Medium
10386,35,9,2231.6,3/1/2005 0:00,Resolved,Spain,Small
10398,34,13,2436.78,3/30/2005 0:00,Shipped,France,Small
10400,38,3,2173.6,4/1/2005 0:00,Shipped,USA,Small
10415,18,2,1254.6,5/9/2005 0:00,Disputed,Australia,Small
10110,37,14,3724.42,3/18/2003 0:00,Shipped,UK,Medium
10124,43,13,5203,5/21/2003 0:00,Shipped,USA,Medium
10148,27,7,3469.5,9/11/2003 0:00,Shipped,Australia,Medium
10161,30,6,3148.2,10/17/2003 0:00,Shipped,Denmark,Medium
10172,22,4,2167.22,11/5/2003 0:00,Shipped,USA,Small
10182,49,17,6244.07,11/12/2003 0:00,Shipped,USA,Medium
10192,46,5,5566,11/20/2003 0:00,Shipped,USA,Medium
10204,48,11,4368.96,12/2/2003 0:00,Shipped,USA,Medium
10212,46,4,4039.26,1/16/2004 0:00,Shipped,Spain,Medium
10226,48,2,4420.32,2/26/2004 0:00,Shipped,USA,Medium
10241,27,9,2341.71,4/13/2004 0:00,Shipped,France,Small
10267,43,6,5110.98,7/7/2004 0:00,Shipped,USA,Medium
10279,48,6,6168,8/9/2004 0:00,Shipped,Spain,Medium
10288,41,12,4873.26,9/1/2004 0:00,Shipped,Singapore,Medium
10301,22,2,2120.14,10/5/2003 0:00,Shipped,Norway,Small
10311,46,7,4236.14,10/16/2004 0:00,Shipped,Spain,Medium
10321,21,4,1888.95,11/4/2004 0:00,Shipped,USA,Small
10332,31,13,1152.58,11/17/2004 0:00,Shipped,UK,Small
10346,26,6,2492.88,11/29/2004 0:00,Shipped,USA,Small
10368,20,4,1991.6,1/19/2005 0:00,Shipped,USA,Small
10380,34,11,3953.18,2/16/2005 0:00,Shipped,Spain,Medium
10407,43,9,3729.39,4/22/2005 0:00,On Hold,USA,Medium
10420,26,12,2617.16,5/29/2005 0:00,In Process,Australia,Small
10105,50,1,3983.5,2/11/2003 0:00,Shipped,Denmark,Medium
10119,35,10,3169.95,4/28/2003 0:00,Shipped,Austria,Medium
10129,50,1,3899.5,6/12/2003 0:00,Shipped,UK,Medium
10143,23,14,1851.73,8/10/2003 0:00,Shipped,USA,Small
10155,37,12,2513.41,10/6/2003 0:00,Shipped,Finland,Small
10167,29,8,2431.94,10/23/2003 0:00,Cancelled,Sweden,Small
10178,21,11,1514.52,11/8/2003 0:00,Shipped,France,Small
10186,36,8,3079.44,11/14/2003 0:00,Shipped,UK,Medium
10197,22,5,1900.36,11/26/2003 0:00,Shipped,Spain,Small
10209,22,7,1974.06,1/9/2004 0:00,Shipped,USA,Small
10222,46,11,3703.46,2/19/2004 0:00,Shipped,USA,Medium
10248,23,2,1755.13,5/7/2004 0:00,Cancelled,USA,Small
10262,49,16,4273.29,6/24/2004 0:00,Cancelled,Spain,Medium
10273,48,3,3984.96,7/21/2004 0:00,Shipped,Belgium,Medium
10283,33,5,2407.68,8/20/2004 0:00,Shipped,Canada,Small
10296,22,14,1697.3,9/15/2004 0:00,Shipped,Germany,Small
10307,22,8,2011.02,10/14/2004 0:00,Shipped,USA,Small
10316,25,16,2306.25,11/1/2004 0:00,Shipped,UK,Small
10326,20,2,1845,11/9/2004 0:00,Shipped,Sweden,Small
10339,42,16,2493.12,11/23/2004 0:00,Shipped,Japan,Small
10350,25,10,1508.5,12/2/2004 0:00,Shipped,Spain,Small
10373,23,10,2394.3,1/31/2005 0:00,Shipped,Finland,Small
10385,37,2,3164.98,2/28/2005 0:00,Shipped,USA,Medium
10396,37,8,3351.09,3/23/2005 0:00,Shipped,USA,Medium
10400,42,8,3064.32,4/1/2005 0:00,Shipped,USA,Medium
10414,51,2,3891.81,5/6/2005 0:00,On Hold,USA,Medium
10108,40,1,5448.8,3/3/2003 0:00,Shipped,Philippines,Medium
10122,43,5,5494.97,5/8/2003 0:00,Shipped,France,Medium
10135,47,2,6336.07,7/2/2003 0:00,Shipped,USA,Medium
10147,23,2,2906.97,9/5/2003 0:00,Shipped,USA,Small
10160,35,3,4767.7,10/11/2003 0:00,Shipped,USA,Medium
10170,34,1,3819.56,11/4/2003 0:00,Shipped,Austria,Medium
10181,25,9,3861.75,11/12/2003 0:00,Shipped,Norway,Medium
10192,45,14,6319.35,11/20/2003 0:00,Shipped,USA,Medium
10203,47,3,6996.42,12/2/2003 0:00,Shipped,Spain,Medium
10212,49,13,6949.67,1/16/2004 0:00,Shipped,Spain,Medium
10225,40,4,4550,2/22/2004 0:00,Shipped,Switzerland,Medium
10239,29,3,4479.63,4/12/2004 0:00,Shipped,Finland,Medium
10253,39,8,5148,6/1/2004 0:00,Cancelled,UK,Medium
10266,24,9,2932.08,7/6/2004 0:00,Shipped,Italy,Small
10278,25,9,3159.75,8/6/2004 0:00,Shipped,USA,Medium
10287,36,7,4297.32,8/30/2004 0:00,Shipped,Switzerland,Medium
10301,50,11,7723.5,10/5/2003 0:00,Shipped,Norway,Large
10310,45,5,5497.65,10/16/2004 0:00,Shipped,Germany,Medium
10321,26,13,4052.88,11/4/2004 0:00,Shipped,USA,Medium
10331,21,1,3135.93,11/17/2004 0:00,Shipped,USA,Medium
10342,42,6,5013.54,11/24/2004 0:00,Shipped,Australia,Medium
10355,32,8,5302.72,12/7/2004 0:00,Shipped,Spain,Medium
10363,31,1,2931.98,1/6/2005 0:00,Shipped,Finland,Small
10378,33,3,1757.91,2/10/2005 0:00,Shipped,Spain,Small
